participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player2-Republican,2,2,1,10,None,Iâ€™m not quite sure,2,Because it felt like automated responses,2,Because I felt it was predetermined,None,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,To see if assignments were affected by political affiliation.,2,More likely to be using AI bots.,4,NA,NA,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player2-Republican,3,3,4,10,no,I thought it was going to pit republicans against democrats.,2,I just feel it was too set up.,2,"Again, I feel it was too set up.",no,OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,Why we think and behave in the way that we do.,1,NA,4,NA,NA,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Well I underestimated again. 
<br>Player3-Democrat: I guessed 265. My brain had no idea. 
<br>Player1-Democrat: I did 102.
<br>Player4-Republican: ha I was at 80
<br>Player2-Republican: Welcome from an overestimater from North Carolina
<br>Player1-Democrat: It was pretty difficult in my opinion.
<br>Player3-Democrat: Wow you really underestimated lol. I though Iâ€™d be over 
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,4,1,4,7,NA,how i performed on tasks,1,NA,1,NA,NA,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,4,1,2,10,NA,Academic research,1,NA,2,It just seemed like a set-up.,NA,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player4-Republican,2,1,4,8,n/a,I am honestly not sure at all but probablys something to do with peoples political preferences,1,NA,1,NA,n/a,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hello
<br>Player2-Republican: Yo
<br>Player3-Democrat: howdy!
<br>Player1-Democrat: hi
<br>Player4-Republican: so I guess I over estimate
<br>Player4-Republican: but I think I was close
<br>Player3-Democrat: And I apparently underestimate.
<br>Player2-Republican: Me underestimate 
<br>Player1-Democrat: i went over, tee hee
<br>"
Player2-Republican,1,NA,NA,NA,NA,To see if we would choose the easiest task.,2,I just suspected an AI responding because it is used so commonly in recent surveys.,4,NA,nothing,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Well I underestimated again. 
<br>Player3-Democrat: I guessed 265. My brain had no idea. 
<br>Player1-Democrat: I did 102.
<br>Player4-Republican: ha I was at 80
<br>Player2-Republican: Welcome from an overestimater from North Carolina
<br>Player1-Democrat: It was pretty difficult in my opinion.
<br>Player3-Democrat: Wow you really underestimated lol. I though Iâ€™d be over 
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,"To see if I would try to be fair by assigning myself the more difficult, longer task",1,NA,4,NA,I'm not sure if they were real because the language was very informal but i could have been connected due to the wait time,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,"â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>"
Player4-Republican,2,1,4,7,none,choices,1,NA,1,NA,none,OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player4-Republican,3,2,4,8,"This is an interesting node, I suppose the more cynical observation would be that some would choose to give themselves the shortest/easiest task.",Measuring political affiliation and some component similar to altruism.,2,The timing of selection and the brief duration of the chat.,2,Intuition more than a particular logical reason.,NA,OK -- no issues,"â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,2,3,5,10,NA,How people look out for themselves,2,Because the chat replies were long and to quickly sent.,2,The people running this wouldn't allow it sense I don't believe I'm currently dealing with real people.,NA,OK -- no issues,"â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,4,3,3,10,n/a,If we believe someone of a different political affiliation is competent or not based on their actions,2,"in the section where I was asked to talk to my teammates, their responses seemed robotic and pre-typed",2,the person who was a democrat on chosen and that seemed fishy to me,n/a,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,"â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>Player4-Republican: it wasn't so bad for me
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,3,1,5,9,NA,Something to do with perception of fairness?,2,Their responses came off as prescripted. They did not respond to my questions in a meaningful manner.,2,"After the interactions in the chat, I did not believe I was actually participating with real people.",NA,OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,Is about human decision,1,NA,1,NA,NA,OK -- no issues,"â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,3,1,3,9,no,I think the purpose of this experiment was done to study how people from different political parties do on different cognitive tasks.,1,NA,1,NA,no,OK -- no issues,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br>"
Player4-Republican,4,3,2,10,NA,Fairness with tasks,1,NA,1,NA,no,OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,2,1,6,10,I just want to say that that's my luck. I would get the hard task. If I say to turn left we were supposed to turn right it never fails.,I have no idea.,1,NA,1,NA,No. Thanks. I do want to know what this was all about.,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,"â€ƒ*** Player2-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>Player4-Republican: it wasn't so bad for me
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,3,1,5,8,"No other feedback, lets see what I get :o","Hmm, maybe it was to see if the opinion of person who got to assign changed based on their political leaning?",1,NA,1,NA,"No, but I was anticipating the assignment lol. This works tho :)",OK -- no issues,"â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,4,1,3,9,I do not blame the Republican for choosing a Green Task; I probably would have made the same choice.,I think it was about how members of one political party would feel about the choice made by a member of the other political party.,1,NA,1,NA,I liked the tasks.,OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,4,3,4,7,NA,"How people view differences in choosing tasks, somehow related to political affiliation",1,NA,2,"Seemed too predictable for the assumed hypothesis that people would assign themselves the ""easier"" task (however easy is relative because some people may feel they perform better on the red task style questions",No thank you,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,"I am really not sure what the purpose was but, I think it might possibly have something to do with how participants assign roles when they are interacting with an actual live chat with the other participants.",1,NA,1,NA,"Yes, I really enjoyed participating in this study!",OK -- no issues,"â€ƒ*** Player1-Democrat has joined the chat ***
<br>â€ƒ*** Player4-Republican has joined the chat ***
<br>â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br>â€ƒ*** Player1-Democrat has left the chat ***
<br>â€ƒ*** Player4-Republican has left the chat ***
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>â€ƒ*** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,3,3,2,10,NA,how likely people with the same views will assign others with the same views the easier task,2,"it took too long for the""person"" to begin talking",2,"No, I think the tasks were predetermined",NA,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.,"â€ƒ*** Player3-Democrat has joined the chat ***
<br>â€ƒ*** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br>â€ƒ*** Player3-Democrat has left the chat ***
<br>"
